chunk_id,text
192,number using builtin function ord use number index list increment appropriate counter could create dictionary character key counter correspond ing value ﬁrst time see character would add item dictionary would increment value existing item option performs computation implement computation different way implementation way performing computation implementation better others example advantage dictionary implementation ’ know ahead time letter appear string make room letter appear code might look like def histogram dict c c dc else dc return name function ishistogram statistical term collection counter frequency ﬁrst line function creates empty dictionary loop traverse string time loop character c dictionary create new item key c initial value since seen letter c already dictionary increment
193,dictionary loop traverse string time loop character c dictionary create new item key c initial value since seen letter c already dictionary increment dc ’ work h histogram brontosaurus h b n r u histogram indicates letter b appear appears twice dictionary method called get take key default value key appears dictionary get return corresponding value otherwise return default value example h histogram h hget chapter dictionary hget c exercise use get write histogram concisely able eliminate statement looping dictionary use dictionary statement traverse key dictionary exam ple printhist print key corresponding value def printhisth c h printc hc ’ output look like h histogram parrot printhisth p r key particular order traverse key sorted order use builtin function sorted key sortedh printkey
194,’ output look like h histogram parrot printhisth p r key particular order traverse key sorted order use builtin function sorted key sortedh printkey hkey p r reverse lookup given dictionary key k easy ﬁnd corresponding value v dk operation called lookup v want ﬁnd k two problem ﬁrst might one key map value v depending application might able pick one might make list contains second simple syntax reverse lookup search function take value return ﬁrst key map value def reverselookupd v k dk v return k raise lookuperror dictionary list function yet another example search pattern us feature ’ seen raise raise statement cause exception case cause lookuperror builtin exception used indicate lookup operation failed get end loop meansv ’ appear dictionary value raise exception example successful
195,lookuperror builtin exception used indicate lookup operation failed get end loop meansv ’ appear dictionary value raise exception example successful reverse lookup h histogram parrot key reverselookuph key r unsuccessful one key reverselookuph traceback recent call last file line file line reverselookup lookuperror effect raise exception python raise one print traceback error message raise exception provide detailed error message optional argument example raise lookuperror value appear dictionary traceback recent call last file line lookuperror value appear dictionary reverse lookup much slower forward lookup often dictionary get big performance program suffer dictionary list list appear value dictionary example given dictionary map letter frequency might want invert create dictionary map
196,program suffer dictionary list list appear value dictionary example given dictionary map letter frequency might want invert create dictionary map frequency letter since might several letter frequency value inverted dictionary list letter function inverts dictionary def invertdictd inverse dict key val dkey val inverse inverseval key else inversevalappendkey return inverse chapter dictionary ’ ’ dict hist ’ p ’ ’ ’ ’ r ’ ’ ’ ’ ’ ’ p ’ list ’ ’ ’ ’ dict inv list ’ r ’ figure state diagram time loop key get key val get corresponding value val inverse mean ’ seen create new item initialize singleton list contains single element otherwise seen value append corresponding key list example hist histogram parrot hist p r inverse invertdicthist inverse p r figure state diagram showing hist inverse
197,append corresponding key list example hist histogram parrot hist p r inverse invertdicthist inverse p r figure state diagram showing hist inverse dictionary represented box type dict keyvalue pair inside value integer ﬂoats string draw inside box usually draw list outside box keep diagram simple list value dictionary example show key ’ happens try dict dt oops traceback recent call last file line typeerror list object unhashable mentioned earlier dictionary implemented using hashtable mean key hashable hash function take value kind return integer dictionary use integer called hash value store look keyvalue pair system work ﬁne key immutable key mutable like list bad thing happen example create keyvalue pair python hash key store corresponding location modify key hash would go different
198,key mutable like list bad thing happen example create keyvalue pair python hash key store corresponding location modify key hash would go different location case might two entry key might able ﬁnd key either way dictionary ’ work correctly ’ key hashable mutable type like list ’ simplest way get around limitation use tuples see next chapter memo fibonacci n fibonacci n fibonacci n fibonacci n fibonacci n fibonacci n fibonacci n fibonacci n fibonacci n figure call graph since dictionary mutable ’ used key theycan used value memo played fibonacci function section might noticed bigger argument provide longer function take run furthermore run time increase quickly understand consider figure show call graph fibonacci n call graph show set function frame line connecting frame frame function
199,time increase quickly understand consider figure show call graph fibonacci n call graph show set function frame line connecting frame frame function call top graph fibonacci n call fibonacci n n turn fibonacci n call fibonacci n n count many time fibonacci fibonacci called inefﬁcient solution problem get worse argument get bigger one solution keep track value already computed storing dictionary previously computed value stored later use called memo “ memoized ” version fibonacci known def fibonaccin n known return knownn re fibonaccin fibonaccin knownn re return re known dictionary keep track fibonacci number already know start two item map map chapter dictionary whenever fibonacci called check known result already return immediately otherwise compute new value add dictionary return run
200,map chapter dictionary whenever fibonacci called check known result already return immediately otherwise compute new value add dictionary return run version fibonacci compare original ﬁnd much faster global variable previous example known created outside function belongs special frame called main variable main sometimes called global accessed function unlike local variable disappear function end global variable persist one function call next common use global variable forﬂags boolean variable indicate “ ﬂag ” whether condition true example program use ﬂag named verbose control level detail output verbose true def example verbose printrunning example try reassign global variable might surprised following example supposed keep track whether function called beencalled false def example
201,example try reassign global variable might surprised following example supposed keep track whether function called beencalled false def example beencalled true wrong run see value beencalled ’ change problem example creates new local variable named beencalled local variable go away function end effect global variable reassign global variable inside function todeclare global variable use beencalled false def example global beencalled beencalled true global statement tell interpreter something like “ function say beencalled mean global variable ’ create local one ” ’ example try update global variable count def example count count wrong run get debugging unboundlocalerror local variable count referenced assignment python assumes count local assumption reading writing solution declare count
202,debugging unboundlocalerror local variable count referenced assignment python assumes count local assumption reading writing solution declare count global def example global count count global variable refers mutable value modify value without declaring variable known def example known add remove replace element global list dictionary want reassign variable declare def example global known known dict global variable useful lot modify fre quently make program hard debug debugging work bigger datasets become unwieldy debug printing check ing output hand suggestion debugging large datasets scale input possible reduce size dataset example pro gram read text ﬁle start ﬁrst line smallest example ﬁnd either edit ﬁles better modify program read ﬁrst n line error reducen smallest value manifest
203,gram read text ﬁle start ﬁrst line smallest example ﬁnd either edit ﬁles better modify program read ﬁrst n line error reducen smallest value manifest error increase gradually ﬁnd correct error check summary type instead printing checking entire dataset consider printing summary data example number item dictionary total list number common cause runtime error value right type debugging kind error often enough print type value write selfchecks sometimes write code check error automatically example computing average list number could check result greater largest element list less smallest called “ sanity check ” detects result “ insane ” another kind check compare result two different computation see consistent called “ consistency check ” chapter dictionary format output formatting debugging
204,kind check compare result two different computation see consistent called “ consistency check ” chapter dictionary format output formatting debugging output make easier spot error saw example section another tool might ﬁnd useful thepprint mod ule provides pprint function display builtin type human readable format pprint stand “ pretty print ” time spend building scaffolding reduce time spend debugging glossary mapping relationship element one set corresponds element another set dictionary mapping key corresponding value keyvalue pair representation mapping key value item dictionary another name keyvalue pair key object appears dictionary ﬁrst part keyvalue pair value object appears dictionary second part keyvalue pair speciﬁc previous use word “ value ” implementation way performing
205,ﬁrst part keyvalue pair value object appears dictionary second part keyvalue pair speciﬁc previous use word “ value ” implementation way performing computation hashtable algorithm used implement python dictionary hash function function used hashtable compute location key hashable type hash function immutable type like integer ﬂoats string hashable mutable type like list dictionary lookup dictionary operation take key ﬁnds corresponding value reverse lookup dictionary operation take value ﬁnds one key map raise statement statement deliberately raise exception singleton list sequence single element call graph diagram show every frame created execution program arrow caller callee memo computed value stored avoid unnecessary future computation global variable variable deﬁned outside function
206,program arrow caller callee memo computed value stored avoid unnecessary future computation global variable variable deﬁned outside function global variable accessed function global statement statement declares variable name global ﬂag boolean variable used indicate whether condition true declaration statement like global tell interpreter something variable exercise exercise exercise write function read word wordstxt store key dictionary ’ matter value use thein operator fast way check whether string dictionary exercise compare speed implementation listin operator bisection search exercise read documentation dictionary method setdefault use write concise version invertdict solution http thinkpython com code invert dict py exercise memoize ackermann function exercise see memoization make
207,write concise version invertdict solution http thinkpython com code invert dict py exercise memoize ackermann function exercise see memoization make possible evaluate function bigger argument hint solution http thinkpython com code ackermann memo py exercise exercise already function namedhasduplicates take list parameter return true object appears list use dictionary write faster simpler version hasduplicates solution http thinkpython com code duplicate py exercise two word “ rotate pair ” rotate one get see rotateword exercise write program read wordlist ﬁnds rotate pair solution http thinkpython com code rotate pair py exercise ’ another puzzler fromcar talk http www cartalk com content puzzler sent fellow named dan ’ leary came upon common onesyllable ﬁveletter word recently following
208,fromcar talk http www cartalk com content puzzler sent fellow named dan ’ leary came upon common onesyllable ﬁveletter word recently following unique property remove ﬁrst letter remaining letter form homophone original word word sound exactly replace ﬁrst letter put back remove second letter result yet another homophone original word question ’ word ’ going give example ’ work let ’ look ﬁveletter word ‘ wrack ’ wrack know like ‘ wrack pain ’ remove ﬁrst letter left fourletter word ’ rack ’ ‘ holy cow see rack buck must ninepointer ’ ’ perfect homophone put ‘ w ’ back remove ‘ r ’ instead ’ left word ‘ wack ’ real word ’ homophone two word however least one word dan know yield two homophone remove either ﬁrst two letter make two new fourletter word question ’ word use dictionary exercise
209,least one word dan know yield two homophone remove either ﬁrst two letter make two new fourletter word question ’ word use dictionary exercise check whether string word list check whether two word homophone use cmu pronouncing dictionary download http www speech c cmu edu cgibin cmudict http thinkpython com code cd also load http thinkpython com code pronounce py provides function named readdictionary read pronouncing dictionary return python dictionary map word string describes primary pronunciation chapter dictionary write program list word solve puzzler solutionhttps thinkpython com code homophone pychapter uples chapter present one builtin type tuple show list dictionar y tuples work together also present useful feature variablelength argument list gather scatter operator one note
210,type tuple show list dictionar y tuples work together also present useful feature variablelength argument list gather scatter operator one note consensus pronounce “ tuple ” people say “ tuh ple ” rhyme “ supple ” context programming people say “ toople ” rhyme “ quadruple ” uples immutable tuple sequence value value type indexed integer respect tuples lot like list important difference tuples immutable syntactically tuple commaseparated list value b c e although necessary common enclose tuples parenthesis b c e create tuple single element include ﬁnal comma typet value parenthesis tuple typet another way create tuple builtin function tuple argument creates empty tuple tuple chapter uples argument sequence string list tuple result tuple element sequence tuple lupin l u p n tuple name
211,argument creates empty tuple tuple chapter uples argument sequence string list tuple result tuple element sequence tuple lupin l u p n tuple name builtin function avoid using variable name list operator also work tuples bracket operator index element b c e slice operator selects range element b c try modify one element tuple get error typeerror object support item assignment tuples immutable ’ modify element replace one tuple another b c e statement make new tuple make refer relational operator work tuples sequence python start comparing ﬁrst element sequence equal go next element ﬁnds element differ subsequent element considered even really big true true uple assignment often useful swap value two variable conventional assignment use temporary variable example swap b temp b b temp
212,really big true true uple assignment often useful swap value two variable conventional assignment use temporary variable example swap b temp b b temp solution cumbersome tuple assignment elegant b b uples return value left side tuple variable right side tuple expression value assigned respective variable expression right side evaluated assignment number variable left number value right b valueerror many value unpack generally right side kind sequence string list tuple exam ple split email address user name domain could write addr montypythonorg uname domain addrsplit return value split list two element ﬁrst element assigned uname second domain uname monty domain pythonorg uples return value strictly speaking function return one value value tuple effect returning multiple value example
213,uname monty domain pythonorg uples return value strictly speaking function return one value value tuple effect returning multiple value example want divide two integer compute quotient remainder inefﬁcient compute xy xy better compute time builtin function divmod take two argument return tuple two value quotient remainder store result tuple divmod use tuple assignment store element separately quot rem divmod quot rem example function return tuple def minmaxt return mint maxt max min builtin function ﬁnd largest smallest element sequence minmax computes return tuple two value chapter uples variablelength argument tuples function take variable number argument parameter name begin gather argument tuple example printall take number argument print def printallargs printargs gather parameter
214,number argument parameter name begin gather argument tuple example printall take number argument print def printallargs printargs gather parameter name like args conventional ’ function work printall complement gather isscatter sequence value want pas function multiple argument use operator example divmod take exactly two argument ’ work tuple divmodt typeerror divmod expected argument got scatter tuple work divmodt many builtin function use variablelength argument tuples example max min take number argument max sum sum typeerror sum expected argument got exercise write function called sumall take number argument return sum list tuples zip builtin function take two sequence interleaf name function refers zipper interleaf two row teeth example zip string list abc zip result zip object know
215,function take two sequence interleaf name function refers zipper interleaf two row teeth example zip string list abc zip result zip object know iterate pair common use zip loop list tuples pair zip printpair b c zip object kind iterator object iterates sequence iterators similar list way unlike list ’ use index select element iterator want use list operator method use zip object make list listzips b c result list tuples example tuple contains character string corresponding element list sequence length result length shorter one listzip anne elk e n l n k use tuple assignment loop traverse list tuples b c letter number printnumber letter time loop python selects next tuple list assigns ele ments letter number output loop b c combine zip tuple assignment get useful idiom traversing two
216,time loop python selects next tuple list assigns ele ments letter number output loop b c combine zip tuple assignment get useful idiom traversing two sequence time example hasmatch take two sequence return true index ti ti def hasmatcht x zipt x return true return false need traverse element sequence index use builtin function enumerate index element enumerate abc printindex element result enumerate enumerate object iterates sequence pair pair contains index starting element given sequence example output b c chapter uples dictionary tuples dictionary method called item return sequence tuples tuple keyvalue pair b c ditems dictitemsc b result dictitems object iterator iterates keyvalue pair use loop like key value ditems printkey value c b expect dictionary item particular order going
217,dictitems object iterator iterates keyvalue pair use loop like key value ditems printkey value c b expect dictionary item particular order going direction use list tuples initialize new dictionary c b dictt c b combining dict zip yield concise way create dictionary dictzip abc range c b dictionary method update also take list tuples add keyvalue pair existing dictionary common use tuples key dictionary primarily ’ use list example telephone directory might map lastname ﬁrstname pair telephone number assuming deﬁned last first number could write directorylast first number expression bracket tuple could use tuple assignment traverse dic tionary last first directory printfirst last directorylastfirst loop traverse key directory tuples assigns element tuple last first print name corresponding
218,last first directory printfirst last directorylastfirst loop traverse key directory tuples assigns element tuple last first print name corresponding telephone number two way represent tuples state diagram detailed version show index element appear list example tuple cleese john would appear figure larger diagram might want leave detail example diagram telephone directory might appear figure tuples shown using python syntax graphical shorthand telephone number diagram complaint line bbc please ’ call sequence sequence ’ cleese ’ ’ john ’ tuple figure state diagram ’ cleese ’ ’ john ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ ’ chapman ’ ’ graham ’ ’ idle ’ ’ eric ’ ’ jones ’ ’ terry ’ ’ gilliam ’ ’ terry ’ ’ palin ’ ’ michael ’ ’ ’ dict figure state diagram sequence sequence focused list tuples almost example
219,’ ’ jones ’ ’ terry ’ ’ gilliam ’ ’ terry ’ ’ palin ’ ’ michael ’ ’ ’ dict figure state diagram sequence sequence focused list tuples almost example chapter also work list list tuples tuples tuples list avoid enumerating possible combination sometimes easier talk sequence sequence many context different kind sequence string list tuples used interchangeably choose one others start obvious string limited sequence ele ments character also immutable need ability change character string opposed creating new string might want use list character instead list common tuples mostly mutable case might prefer tuples context like return statement syntactically simpler create tuple list want use sequence dictionary key use immutable type like tuple string passing sequence argument function using tuples
220,simpler create tuple list want use sequence dictionary key use immutable type like tuple string passing sequence argument function using tuples reduces potential unexpected behavior due aliasing tuples immutable ’ provide method like sort reverse modify existing list python provides builtin function sorted take sequence return new list element sorted order reversed take sequence return iterator traverse list reverse order chapter uples debugging list dictionary tuples example ofdata structure chapter starting see compound data structure like list tuples dictionary contain tuples key list value compound data structure useful prone call shape error error caused data structure wrong type size structure example expecting list one integer give plain old integer list ’ work help debug kind
221,error error caused data structure wrong type size structure example expecting list one integer give plain old integer list ’ work help debug kind error written module called structshape provides function also called structshape take kind data structure argument return string summarizes shape download httpsthinkpythoncomcodestructshapepy ’ result simple list structshape import structshape structshapet list int fancier program might write “ list int ” easier deal plural ’ list list structshapet list list int element list type structshape group order type structshapet list int float str list int int ’ list tuples abc lt listzipt structshapelt list tuple int str ’ dictionary item map integer string dictlt structshaped dict intstr trouble keeping track data structure structshape help glossary
222,tuple int str ’ dictionary item map integer string dictlt structshaped dict intstr trouble keeping track data structure structshape help glossary tuple immutable sequence element tuple assignment assignment sequence right side tuple vari ables left right side evaluated element assigned variable left exercise gather operation collect multiple argument tuple scatter operation make sequence behave like multiple argument zip object result calling builtin function zip object iterates sequence tuples iterator object iterate sequence provide list operator method data structure collection related value often organized list dictionary tuples etc shape error error caused value wrong shape wrong type size exercise exercise write function called mostfrequent take string print let ters decreasing
223,shape error error caused value wrong shape wrong type size exercise exercise write function called mostfrequent take string print let ters decreasing order frequency find text sample several different language see letter frequency varies language compare result table http en wikipedia org wiki letter frequency solution http thinkpython com code frequent py exercise anagram write program read word list ﬁle see section print set word anagram example output might look like delta desalt lasted salted slated staled retainer ternary generating greatening resmelts smelter termless hint might want build dictionary map collection letter list word spelled letter question represent collection letter way used key modify previous program print longest list anagram ﬁrst followed second longest scrabble
224,letter question represent collection letter way used key modify previous program print longest list anagram ﬁrst followed second longest scrabble “ bingo ” play seven tile rack along letter board form eightletter word collection letter form possible bingo solution http thinkpython com code anagram set py exercise two word form “ metathesis pair ” transform one swapping two letter example “ converse ” “ conserve ” write program ﬁnds metathesis pair dictionary hint ’ test pair word ’ test possible swap solution http thinkpython com code metathesis py credit exercise inspired example http puzzler org chapter uples exercise ’ another car talk puzzler http www cartalk com content puzzler longest english word remains valid english word remove letter one time letter removed either end middle ’
225,http www cartalk com content puzzler longest english word remains valid english word remove letter one time letter removed either end middle ’ rearrange letter every time drop letter wind another english word ’ eventually going wind one letter going english word — one ’ found dictionary want know ’ longest word many letter ’ going give little modest example sprite ok start sprite take letter one interior word take r away ’ left word spite take e end ’ left spit take ’ left pit write program ﬁnd word reduced way ﬁnd longest one exercise little challenging suggestion might want write function take word computes list word formed removing one letter “ child ” word recursively word reducible child reducible base case consider empty string reducible wordlist provided wordstxt ’ contain single
226,“ child ” word recursively word reducible child reducible base case consider empty string reducible wordlist provided wordstxt ’ contain single letter word might want add “ ” “ ” empty string improve performance program might want memoize word known reducible solution http thinkpython com code reducible pychapter case study data structure selection point learned python ’ core data structure seen algorithm use would like know algorithm might good time read chapter b ’ read go read whenever interested chapter present case study exercise let think choosing data structure practice using word frequency analysis usual least attempt exercise read solution exercise write program read ﬁle break line word strip whitespace punctuation word convert lowercase hint string module provides string named
227,solution exercise write program read ﬁle break line word strip whitespace punctuation word convert lowercase hint string module provides string named whitespace contains space tab new line etc punctuation contains punctuation character let ’ see make python swear import string stringpunctuation gravets also might consider using string method strip replace translate exercise go project gutenberg http gutenberg org download favorite outofcopyright book plain text format modify program previous exercise read book downloaded skip header information beginning ﬁle process rest word modify program count total number word book number time word used print number different word used book compare different book different author written different era author us extensive vocabulary chapter case study
228,print number different word used book compare different book different author written different era author us extensive vocabulary chapter case study data structure selection exercise modify program previous exercise print frequently used word book exercise modify previous program read word list see section print word book word list many typo many common word word list many really obscure random number given input computer program generate output every time said deterministic determinism usually good thing since expect calculation yield result application though want computer unpredictable game obvious example making program truly nondeterministic turn difﬁcult way make least seem nondeterministic one use algorithm generate pseudorandom number pseudorandom number truly random generated
229,turn difﬁcult way make least seem nondeterministic one use algorithm generate pseudorandom number pseudorandom number truly random generated deterministic computation looking number impossible distinguish random random module provides function generate pseudorandom number simply call “ random ” function random return random ﬂoat including time call random get next number long series see sample run loop import random range x randomrandom printx function randint take parameter low high return integer low high including randomrandint randomrandint choose element sequence random use choice randomchoicet randomchoicet random module also provides function generate random value continuous distribution including gaussian exponential gamma exercise write function named choosefromhist take
230,function generate random value continuous distribution including gaussian exponential gamma exercise write function named choosefromhist take histogram deﬁned section return random value histogram chosen probability proportion frequency example histogram word histogram b hist histogramt hist b function return probability b probability word histogram attempt previous exercise go download solution httpsthinkpythoncomcodeanalyzebookpy also need httpsthinkpythoncomcodeemmatxt program read ﬁle build histogram word ﬁle import string def processfilefilename hist dict fp openfilename line fp processlineline hist return hist def processlineline hist line linereplace word linesplit word wordstripstringpunctuation stringwhitespace word wordlower histword histgetword hist processfile emmatxt program
231,line linereplace word linesplit word wordstripstringpunctuation stringwhitespace word wordlower histword histgetword hist processfile emmatxt program read emmatxt contains text emma jane austen processfile loop line ﬁle passing one time processline histogram hist used accumulator processline us string methodreplace replace hyphen space using split break line list string traverse list word us strip lower remove punctuation convert lower case shorthand say string “ converted ” remember string immutable method like strip lower return new string finally processline update histogram creating new item incrementing existing one count total number word ﬁle add frequency togram def totalwordshist return sumhistvalues chapter case study data structure selection number different word number item
232,word ﬁle add frequency togram def totalwordshist return sumhistvalues chapter case study data structure selection number different word number item dictionary def differentwordshist return lenhist code print result printtotal number word totalwordshist printnumber different word differentwordshist result total number word number different word common word ﬁnd common word make list tuples tuple contains word frequency sort following function take histogram return list wordfrequency tuples def mostcommonhist key value histitems tappendvalue key tsortreversetrue return tuple frequency appears ﬁrst resulting list sorted frequency loop print ten common word mostcommonhist printthe common word freq word printword freq sep use keyword argument sep tell print use tab character “ separator ”
233,ten common word mostcommonhist printthe common word freq word printword freq sep use keyword argument sep tell print use tab character “ separator ” rather space second column lined result emma common word code simpliﬁed using key parameter sort function curi ous read httpswikipythonorgmoinhowtosorting optional parameter optional parameter seen builtin function method take optional argument possible write programmerdeﬁned function optional argument example function print common word histogram def printmostcommonhist num mostcommonhist printthe common word freq word tnum printword freq sep ﬁrst parameter required second optional default value num provide one argument printmostcommonhist num get default value provide two argument printmostcommonhist num get value argument instead word
234,value num provide one argument printmostcommonhist num get default value provide two argument printmostcommonhist num get value argument instead word optional argument ride default value function required optional parameter required parameter come ﬁrst followed optional one dictionary subtraction finding word book word list fromwordstxt problem might recognize set subtraction want ﬁnd word one set word book word list subtract take dictionary return new dictionary contains key since ’ really care value set none def subtractd re dict key key reskey none return re ﬁnd word book inwordstxt use processfile build histogram wordstxt subtract word processfile wordstxt diff subtracthist word printwords book word list word diff printword end result emma chapter case study data structure selection
235,processfile wordstxt diff subtracthist word printwords book word list word diff printword end result emma chapter case study data structure selection word book word list rencontre jane blanche woodhouses disingenuousness friend venice apartment word name possessive others like “ rencontre ” longer common use common word really list exercise python provides data structure called set provides many common set operation read section read documentation http doc python org library stdtypes html typesset write program us set subtraction ﬁnd word book word list solution http thinkpython com code analyze book py random word choose random word histogram simplest algorithm build list multiple copy word according observed frequency choose list def randomwordh word freq hitems textendword freq return
236,simplest algorithm build list multiple copy word according observed frequency choose list def randomwordh word freq hitems textendword freq return randomchoicet expression word freq creates list freq copy string word extend method similar append except argument sequence algorithm work efﬁcient time choose random word rebuilds list big original book obvious improvement build list make multiple selection list still big alternative use key get list word book build list contains cumulative sum word frequency see exer cise last item list total number word book n choose random number n use bisection search see exercise ﬁnd index random number would inserted cumulative sum use index ﬁnd corresponding word word list exercise write program us algorithm choose random word book solution http
237,would inserted cumulative sum use index ﬁnd corresponding word word list exercise write program us algorithm choose random word book solution http thinkpython com code analyze book py markov analysis choose word book random get sense vocabulary probably ’ get sentence markov analysis small regard harriet knightley thing series random word seldom make sense relationship successive word example real sentence would expect article like “ ” followed adjective noun probably verb adverb one way measure kind relationship markov analysis characterizes given sequence word probability word might come next example song eric half bee begin half bee philosophically must ipso facto half half bee got vi vi entity ’ see bee said entire bee half bee bee due ancient injury text phrase “ half ” always
238,philosophically must ipso facto half half bee got vi vi entity ’ see bee said entire bee half bee bee due ancient injury text phrase “ half ” always followed word “ bee ” phrase “ bee ” might followed either “ ” “ ” result markov analysis mapping preﬁx like “ half ” “ bee ” possible sufﬁxes like “ ” “ ” given mapping generate random text starting preﬁx choos ing random possible sufﬁxes next combine end preﬁx new sufﬁx form next preﬁx repeat example start preﬁx “ half ” next word “ bee ” preﬁx appears text next preﬁx “ bee ” next sufﬁx might “ philosophically ” “ ” “ due ” example length preﬁx always two markov analysis preﬁx length exercise markov analysis write program read text ﬁle perform markov analysis result dictionary map preﬁxes collection possible sufﬁxes collection might list
239,markov analysis write program read text ﬁle perform markov analysis result dictionary map preﬁxes collection possible sufﬁxes collection might list tuple dictionary make appropriate choice test program preﬁx length two write program way make easy try length add function previous program generate random text based markov analysis example emma preﬁx length clever sweetness angry ashamed amused stroke never thought hannah till never meant make speech emma soon cut example left punctuation attached word result almost syntacti cally correct quite semantically almost make sense quite happens increase preﬁx length random text make sense chapter case study data structure selection program working might want try mashup combine text two book random text generate blend vocabulary phrase source
240,case study data structure selection program working might want try mashup combine text two book random text generate blend vocabulary phrase source interesting way credit case study based example kernighan pike practice pro gramming addisonwesley attempt exercise go download lution httpsthinkpythoncomcodemarkovpy also need http thinkpythoncomcodeemmatxt data structure using markov analysis generate random text fun also point exercise data structure selection solution previous exercise choose • represent preﬁxes • represent collection possible sufﬁxes • represent mapping preﬁx collection possible sufﬁxes last one easy dictionary obvious choice mapping key corre sponding value preﬁxes obvious option string list string tuple string sufﬁxes one option list another histogram dictionary choose
241,mapping key corre sponding value preﬁxes obvious option string list string tuple string sufﬁxes one option list another histogram dictionary choose ﬁrst step think operation need implement data structure preﬁxes need able remove word beginning add end example current preﬁx “ half ” next word “ bee ” need able form next preﬁx “ bee ” ﬁrst choice might list since easy add remove element also need able use preﬁxes key dictionary rule list tuples ’ append remove use addition operator form new tuple def shiftprefix word return prefix word shift take tuple word prefix string word form new tuple word prefix except ﬁrst word added end collection sufﬁxes operation need perform include adding new sufﬁx increasing frequency existing one choosing random sufﬁx adding new sufﬁx equally easy list
242,sufﬁxes operation need perform include adding new sufﬁx increasing frequency existing one choosing random sufﬁx adding new sufﬁx equally easy list implementation histogram choosing random element list easy choosing histogram harder efﬁciently see exercise far talking mostly ease implementation fac tor consider choosing data structure one run time sometimes theoreti cal reason expect one data structure faster example mentioned debugging operator faster dictionary list least number element large often ’ know ahead time implementation faster one option implement see better approach calledbenchmarking practical alternative choose data structure easiest implement see fast enough intended application need go tool like profile module identify place program take time factor consider storage space
243,implement see fast enough intended application need go tool like profile module identify place program take time factor consider storage space example using histogram col lection sufﬁxes might take less space store word matter many time appears text case saving space also make program run faster extreme program might run run memory many application space secondary consideration run time one ﬁnal thought discussion implied use one data structure analysis generation since separate phase would also po sible use one structure analysis convert another structure generation would net win time saved generation exceeded time spent conversion debugging debugging program especially working hard bug ﬁve thing try reading examine code read back check say meant say running experiment making change
244,debugging program especially working hard bug ﬁve thing try reading examine code read back check say meant say running experiment making change running different version often display right thing right place program problem becomes obvi ous sometimes build scaffolding ruminating take time think kind error syntax runtime seman tic information get error message output program kind error could cause problem ’ seeing change last problem appeared rubberducking explain problem someone else sometimes ﬁnd answer ﬁnish asking question often ’ need person could talk rubber duck ’ origin well known strategy called rubber duck debugging making see httpsenwikipediaorgwikirubberduckdebugging retreating point best thing back undoing recent change get back program work understand start rebuilding chapter
245,retreating point best thing back undoing recent change get back program work understand start rebuilding chapter case study data structure selection beginning programmer sometimes get stuck one activity forget oth er activity come failure mode example reading code might help problem typographical error problem conceptual misunderstanding ’ understand program read time never see error error head running experiment help especially run small simple test run experiment without thinking reading code might fall pattern call “ random walk programming ” process making random change program right thing needless say random walk programming take long time take time think debugging like experimental science least one hypothesis problem two possibility try think test would eliminate one even best
246,time take time think debugging like experimental science least one hypothesis problem two possibility try think test would eliminate one even best debugging technique fail many error code trying ﬁx big complicated sometimes best option retreat simplifying program get something work understand beginning programmer often reluctant retreat ’ stand delete line code even ’ wrong make feel better copy program another ﬁle start stripping copy piece back one time finding hard bug requires reading running ruminating sometimes retreating get stuck one activity try others glossary deterministic pertaining program thing time run given input pseudorandom pertaining sequence number appears random generated deterministic program default value value given optional parameter argument provided override
247,pertaining sequence number appears random generated deterministic program default value value given optional parameter argument provided override replace default value argument benchmarking process choosing data structure implementing alter native testing sample possible input rubber duck debugging debugging explaining problem inanimate object rubber duck articulating problem help solve even rubber duck ’ know python exercise exercise “ rank ” word position list word sorted frequency common word rank second common rank etc exercise zipf ’ law describes relationship rank frequency word natural language http en wikipedia org wiki zipf ’ law speciﬁcally predicts frequency f word rank r f cr−s c parameter depend language text take logarithm side equation get log f log c− log r plot log f
